x, y, head, bump, ifr, batt
6, 7, 0.0, 0, 0, 292.9
7, 7, 45.0, 0, 0, 291.4
7, 8, 63.4, 0, 0, 289.9
8, 9, 26.6, 0, 0, 288.4
9, 10, 45.0, 0, 0, 286.9
10, 10, 45.0, 0, 0, 285.4
10, 11, 63.4, 0, 0, 283.9
11, 12, 45.0, 0, 0, 282.4
12, 13, 45.0, 0, 0, 280.9
12, 13, 45.0, 0, 0, 279.4
13, 14, 26.6, 0, 0, 277.9
14, 14, 38.7, 0, 0, 276.4
14, 15, 59.0, 0, 0, 274.9
15, 16, 59.0, 0, 0, 273.4
15, 17, 68.2, 0, 0, 271.9
16, 18, 68.2, 0, 0, 270.4
16, 19, 78.7, 0, 0, 268.9
17, 19, 0.0, 0, 0, 267.8
17, 18, -90.0, 0, 0, 266.3
17, 17, -90.0, 0, 0, 264.8
17, 16, -90.0, 0, 0, 263.3
17, 15, -90.0, 0, 0, 261.8
18, 15, 0.0, 0, 0, 260.7
18, 15, 0.0, 1, 0, 259.5
18, 14, -90.0, 0, 0, 258.0
17, 13, -135.0, 0, 0, 256.5
18, 13, 0.0, 0, 0, 255.4
17, 12, -153.4, 0, 0, 253.9
16, 12, -135.0, 0, 0, 252.4
16, 11, -116.6, 0, 0, 250.9
15, 10, -116.6, 0, 0, 249.4
15, 9, -116.6, 0, 0, 247.9
14, 8, -116.6, 0, 0, 246.4
14, 7, -135.0, 0, 0, 244.9
13, 7, -135.0, 0, 0, 243.4
13, 6, -116.6, 0, 0, 241.9
12, 5, -116.6, 0, 0, 240.4
12, 4, -116.6, 0, 0, 238.9
11, 3, -116.6, 0, 0, 237.4
11, 2, -116.6, 0, 0, 235.9
10, 1, -135.0, 0, 0, 234.4
11, 1, 0.0, 0, 0, 233.3
12, 2, 26.6, 0, 0, 231.8
13, 3, 36.9, 0, 0, 230.3
14, 3, 36.9, 0, 0, 228.8
14, 4, 53.1, 0, 0, 227.3
15, 5, 36.9, 0, 0, 225.8
16, 5, 31.0, 0, 0, 224.3
17, 5, 26.6, 0, 0, 222.8
18, 6, 18.4, 0, 0, 221.3
19, 5, -26.6, 0, 0, 219.8
19, 5, -45.0, 0, 0, 218.3
20, 4, -63.4, 0, 0, 216.8
21, 4, 0.0, 0, 0, 215.7
21, 4, 45.0, 0, 0, 214.2
22, 4, 0.0, 0, 0, 213.1
22, 3, -90.0, 0, 0, 211.6
22, 2, -90.0, 0, 0, 210.1
22, 1, -90.0, 0, 0, 208.6
23, 1, 0.0, 0, 0, 207.5
23, 2, 90.0, 0, 0, 206.0
24, 2, 0.0, 0, 0, 204.9
24, 3, 90.0, 0, 0, 203.4
25, 4, 45.0, 0, 0, 201.9
25, 5, 90.0, 0, 0, 200.4
26, 5, 0.0, 0, 0, 199.3
26, 6, 90.0, 0, 0, 197.8
27, 7, 45.0, 0, 0, 196.3
28, 8, 45.0, 0, 0, 194.8
29, 8, 0.0, 0, 0, 193.7
29, 9, 90.0, 0, 0, 192.2
29, 9, 45.0, 0, 0, 190.7
30, 10, 53.1, 0, 0, 189.2
30, 11, 76.0, 0, 0, 187.7
30, 12, 76.0, 0, 0, 186.2
31, 13, 76.0, 0, 0, 184.7
30, 14, 104.0, 0, 0, 183.2
30, 15, 90.0, 0, 0, 181.7
30, 16, 90.0, 0, 0, 180.2
30, 17, 90.0, 0, 0, 178.7
30, 18, 104.0, 0, 0, 177.2
30, 19, 104.0, 0, 0, 175.7
30, 20, 104.0, 0, 0, 174.2
29, 21, 104.0, 0, 0, 172.7
30, 22, 66.8, 0, 0, 171.2
30, 23, 63.4, 0, 0, 169.7
31, 23, 51.3, 0, 0, 168.2
31, 24, 68.2, 0, 0, 166.7
32, 25, 63.4, 0, 0, 165.2
32, 26, 56.3, 0, 0, 163.7
31, 25, -143.5, 0, 0, 162.2
31, 25, -144.2, 0, 0, 160.7
30, 24, -143.1, 0, 0, 159.2
29, 24, -145.2, 0, 0, 157.7
30, 24, 0.0, 0, 0, 156.6
30, 25, 63.4, 0, 0, 155.1
31, 25, 45.0, 0, 0, 153.6
32, 26, 45.0, 0, 0, 152.1
32, 27, 63.4, 0, 0, 150.6
33, 28, 45.0, 0, 0, 149.1
34, 28, 0.0, 0, 0, 148.0
34, 28, 0.0, 0, 0, 158.0
34, 28, 0.0, 0, 0, 168.0
34, 28, 0.0, 0, 0, 178.0
34, 28, 0.0, 0, 0, 188.0
34, 28, 0.0, 0, 0, 198.0
34, 28, 0.0, 0, 0, 208.0
34, 28, 0.0, 0, 0, 218.0
34, 28, 0.0, 0, 0, 228.0
34, 28, 0.0, 0, 0, 238.0
34, 28, 0.0, 0, 0, 248.0
34, 28, 0.0, 0, 0, 258.0
34, 28, 0.0, 0, 0, 268.0
34, 28, 0.0, 0, 0, 278.0
34, 28, 0.0, 0, 0, 288.0
34, 28, 0.0, 0, 0, 298.0
34, 28, 0.0, 0, 0, 308.0
34, 28, 0.0, 0, 0, 318.0
34, 28, 0.0, 0, 0, 328.0
34, 28, 0.0, 0, 0, 338.0
34, 28, 0.0, 0, 0, 348.0
34, 28, 0.0, 0, 0, 358.0
34, 28, 0.0, 0, 0, 368.0
34, 28, 0.0, 0, 0, 378.0
34, 28, 0.0, 0, 0, 388.0
34, 28, 0.0, 0, 0, 398.0
34, 28, 0.0, 0, 0, 408.0
34, 28, 0.0, 0, 0, 418.0
34, 28, 0.0, 0, 0, 428.0
34, 28, 0.0, 0, 0, 438.0
34, 28, 0.0, 0, 0, 448.0
34, 28, 0.0, 0, 0, 458.0
34, 28, 0.0, 0, 0, 468.0
34, 28, 0.0, 0, 0, 478.0
34, 28, 0.0, 0, 0, 488.0
34, 28, 0.0, 0, 0, 498.0
34, 28, 0.0, 0, 0, 508.0
34, 28, 0.0, 0, 0, 518.0
34, 28, 0.0, 0, 0, 528.0
34, 28, 0.0, 0, 0, 538.0
34, 28, 0.0, 0, 0, 548.0
34, 28, 0.0, 0, 0, 558.0
34, 28, 0.0, 0, 0, 568.0
34, 28, 0.0, 0, 0, 578.0
34, 28, 0.0, 0, 0, 588.0
34, 28, 0.0, 0, 0, 598.0
34, 28, 0.0, 0, 0, 608.0
34, 28, 0.0, 0, 0, 618.0
34, 28, 0.0, 0, 0, 628.0
34, 28, 0.0, 0, 0, 638.0
34, 28, 0.0, 0, 0, 648.0
34, 28, 0.0, 0, 0, 658.0
34, 28, 0.0, 0, 0, 668.0
34, 28, 0.0, 0, 0, 678.0
34, 28, 0.0, 0, 0, 688.0
34, 28, 0.0, 0, 0, 698.0
34, 28, 0.0, 0, 0, 708.0
34, 28, 0.0, 0, 0, 718.0
34, 28, 0.0, 0, 0, 728.0
34, 28, 0.0, 0, 0, 738.0
34, 28, 0.0, 0, 0, 748.0
34, 28, 0.0, 0, 0, 758.0
34, 28, 0.0, 0, 0, 768.0
34, 28, 0.0, 0, 0, 778.0
34, 28, 0.0, 0, 0, 788.0
34, 28, 0.0, 0, 0, 798.0
34, 28, 0.0, 0, 0, 808.0
34, 28, 0.0, 0, 0, 818.0
34, 28, 0.0, 0, 0, 828.0
34, 28, 0.0, 0, 0, 838.0
34, 28, 0.0, 0, 0, 848.0
34, 28, 0.0, 0, 0, 858.0
34, 28, 0.0, 0, 0, 868.0
34, 28, 0.0, 0, 0, 878.0
34, 28, 0.0, 0, 0, 888.0
34, 28, 0.0, 0, 0, 898.0
34, 28, 0.0, 0, 0, 908.0
34, 28, 0.0, 0, 0, 918.0
34, 28, 0.0, 0, 0, 928.0
34, 28, 0.0, 0, 0, 938.0
34, 28, 0.0, 0, 0, 948.0
34, 28, 0.0, 0, 0, 958.0
34, 28, 0.0, 0, 0, 968.0
34, 28, 0.0, 0, 0, 978.0
34, 28, 0.0, 0, 0, 988.0
34, 28, 0.0, 0, 0, 998.0
34, 28, 0.0, 0, 0, 1000.0
35, 28, 0.0, 0, 0, 999.0
36, 28, 0.0, 0, 0, 998.0
37, 28, 0.0, 0, 0, 997.0
38, 28, 0.0, 0, 0, 996.0
39, 28, 0.0, 0, 0, 995.0
40, 28, 0.0, 0, 0, 994.0
41, 28, 0.0, 0, 0, 993.0
42, 28, 0.0, 0, 0, 992.0
43, 28, 0.0, 0, 0, 991.0
44, 28, 0.0, 0, 0, 990.0
45, 28, 0.0, 0, 0, 989.0
46, 28, 0.0, 0, 0, 988.0
47, 28, 0.0, 0, 0, 987.0
48, 28, 0.0, 0, 0, 986.0
48, 28, 0.0, 1, 0, 985.5
47, 28, 92.9, 0, 0, 984.0
47, 28, 92.9, 1, 0, 983.5
46, 27, 217.5, 0, 0, 982.0
45, 26, 217.5, 0, 0, 980.6
44, 26, 217.5, 0, 0, 979.2
43, 25, 217.5, 0, 0, 977.8
43, 24, 217.5, 0, 0, 976.4
42, 24, 217.5, 0, 0, 975.0
41, 23, 217.5, 0, 0, 973.6
40, 23, 217.5, 0, 0, 972.2
39, 22, 217.5, 0, 0, 970.8
39, 21, 217.5, 0, 0, 969.4
39, 21, 217.5, 1, 0, 968.5
39, 21, 241.4, 1, 0, 967.5
39, 21, 268.4, 1, 0, 966.5
39, 21, 77.4, 0, 0, 965.0
39, 22, 77.4, 0, 0, 963.6
39, 23, 77.4, 0, 1, 962.2
39, 23, 77.4, 0, 0, 961.7
40, 23, 0.0, 0, 0, 960.6
40, 24, 90.0, 0, 0, 959.1
39, 24, 180.0, 0, 0, 957.6
39, 23, 270.0, 0, 0, 956.1
40, 23, 0.0, 0, 0, 954.6
40, 24, 90.0, 0, 0, 953.1
40, 25, 90.0, 0, 0, 951.7
39, 25, 180.0, 0, 0, 950.2
38, 25, 180.0, 0, 0, 948.8
38, 24, 270.0, 0, 0, 947.3
38, 23, 270.0, 0, 0, 945.9
39, 23, 0.0, 0, 0, 944.4
40, 23, 0.0, 0, 0, 943.0
40, 24, 90.0, 0, 0, 941.5
40, 25, 90.0, 0, 0, 940.1
39, 25, 180.0, 0, 0, 938.6
38, 25, 180.0, 0, 0, 937.2
37, 25, 180.0, 0, 0, 935.8
37, 24, 270.0, 0, 0, 934.3
37, 23, 270.0, 0, 0, 932.9
37, 22, 270.0, 0, 0, 931.5
38, 22, 0.0, 0, 0, 930.0
39, 22, 0.0, 0, 0, 928.6
40, 22, 0.0, 0, 0, 927.2
40, 23, 90.0, 0, 0, 925.7
40, 24, 90.0, 0, 0, 924.3
40, 25, 90.0, 0, 0, 922.9
39, 25, 180.0, 0, 0, 921.4
38, 25, 180.0, 0, 0, 920.0
37, 25, 180.0, 0, 0, 918.6
37, 24, 270.0, 0, 0, 917.1
37, 23, 270.0, 0, 0, 915.7
37, 22, 270.0, 0, 0, 914.3
37, 21, 270.0, 0, 0, 912.9
37, 21, 0.0, 1, 0, 911.5
37, 21, 0.0, 1, 0, 910.5
37, 21, 0.0, 1, 0, 909.5
37, 21, 0.0, 1, 0, 908.5
37, 22, 90.0, 0, 0, 907.0
37, 23, 90.0, 0, 0, 905.6
37, 24, 90.0, 0, 0, 904.2
37, 25, 90.0, 0, 0, 902.8
36, 24, 180.0, 0, 0, 901.3
35, 24, 180.0, 0, 0, 899.9
34, 24, 180.0, 0, 0, 898.5
33, 24, 180.0, 0, 0, 897.1
33, 23, 270.0, 0, 0, 895.6
33, 22, 270.0, 0, 3, 894.2
33, 22, 270.0, 0, 2, 893.7
33, 22, 270.0, 0, 1, 893.2
33, 22, 270.0, 0, 0, 892.7
33, 21, 270.0, 0, 0, 891.3
33, 20, 270.0, 0, 0, 889.9
33, 20, 276.1, 0, 0, 888.3
33, 19, 276.1, 0, 0, 886.9
33, 18, 276.1, 0, 0, 885.5
33, 17, 276.1, 0, 0, 884.1
33, 16, 276.1, 0, 0, 882.7
33, 15, 276.1, 0, 0, 881.3
33, 14, 276.1, 0, 0, 879.9
33, 13, 276.1, 0, 0, 878.5
33, 12, 276.1, 0, 0, 877.1
34, 11, 276.1, 0, 0, 875.7
34, 10, 276.1, 0, 0, 874.3
34, 9, 276.1, 0, 0, 872.9
34, 8, 276.1, 0, 0, 871.5
34, 7, 276.1, 0, 0, 870.1
34, 6, 276.1, 0, 0, 868.7
34, 5, 276.1, 0, 0, 867.3
34, 4, 276.1, 0, 0, 865.9
34, 3, 276.1, 0, 0, 864.5
35, 2, 276.1, 0, 0, 863.1
35, 1, 276.1, 0, 0, 861.7
35, 1, 276.1, 1, 0, 860.5
35, 1, 21.0, 0, 0, 859.0
36, 1, 21.0, 0, 0, 857.6
37, 2, 21.0, 0, 0, 856.2
38, 2, 21.0, 0, 0, 854.8
39, 2, 21.0, 0, 0, 853.4
40, 3, 21.0, 0, 0, 852.0
41, 3, 21.0, 0, 0, 850.6
42, 3, 21.0, 0, 0, 849.2
43, 4, 21.0, 0, 0, 847.8
44, 4, 21.0, 0, 0, 846.4
45, 4, 21.0, 0, 0, 845.0
46, 5, 21.0, 0, 0, 843.6
47, 5, 21.0, 0, 0, 842.2
48, 6, 21.0, 0, 0, 840.8
48, 6, 21.0, 1, 0, 839.5
48, 6, 32.4, 0, 0, 838.0
48, 6, 32.4, 1, 0, 837.5
47, 6, 169.5, 0, 0, 836.0
46, 6, 169.5, 0, 5, 834.6
46, 6, 169.5, 0, 4, 834.1
46, 6, 169.5, 0, 3, 833.6
46, 6, 169.5, 0, 2, 833.1
46, 6, 169.5, 0, 1, 832.6
46, 6, 169.5, 0, 0, 832.1
47, 6, 0.0, 0, 0, 831.0
47, 7, 90.0, 0, 0, 829.5
46, 7, 180.0, 0, 0, 828.0
46, 6, 270.0, 0, 0, 826.5
47, 6, 0.0, 0, 0, 825.0
47, 7, 90.0, 0, 0, 823.5
47, 8, 90.0, 0, 0, 822.1
46, 8, 180.0, 0, 0, 820.6
45, 8, 180.0, 0, 0, 819.2
45, 7, 270.0, 0, 0, 817.7
45, 6, 270.0, 0, 0, 816.3
46, 6, 0.0, 0, 0, 814.8
47, 6, 0.0, 0, 0, 813.4
47, 7, 90.0, 0, 0, 811.9
47, 8, 90.0, 0, 0, 810.5
46, 8, 180.0, 0, 0, 809.0
45, 8, 180.0, 0, 0, 807.6
44, 8, 180.0, 0, 4, 806.2
44, 8, 270.0, 0, 3, 805.6
44, 8, 270.0, 0, 2, 805.1
44, 8, 270.0, 0, 1, 804.6
44, 8, 270.0, 0, 0, 804.1
44, 7, 270.0, 0, 0, 802.7
44, 6, 270.0, 0, 0, 801.3
44, 5, 270.0, 0, 0, 799.9
45, 5, 0.0, 0, 2, 798.4
45, 5, 0.0, 0, 1, 797.9
45, 5, 0.0, 0, 0, 797.4
46, 5, 0.0, 0, 0, 796.0
47, 5, 0.0, 0, 0, 794.6
47, 6, 90.0, 0, 0, 793.1
47, 7, 90.0, 0, 0, 791.7
47, 8, 90.0, 0, 0, 790.3
46, 8, 180.0, 0, 0, 788.8
45, 8, 180.0, 0, 0, 787.4
44, 8, 180.0, 0, 0, 786.0
44, 7, 270.0, 0, 0, 784.5
44, 6, 270.0, 0, 0, 783.1
44, 5, 270.0, 0, 0, 781.7
44, 4, 270.0, 0, 0, 780.3
45, 4, 0.0, 0, 0, 778.8
46, 4, 0.0, 0, 0, 777.4
47, 4, 0.0, 0, 0, 776.0
48, 4, 0.0, 0, 0, 774.6
48, 5, 90.0, 0, 5, 773.1
48, 5, 90.0, 0, 4, 772.6
48, 5, 90.0, 0, 3, 772.1
48, 5, 90.0, 0, 2, 771.6
48, 5, 90.0, 0, 1, 771.1
48, 5, 90.0, 0, 0, 770.6
48, 6, 90.0, 0, 0, 769.2
48, 7, 90.0, 0, 0, 767.8
48, 8, 90.0, 0, 0, 766.4
47, 8, 180.0, 0, 0, 764.9
46, 8, 180.0, 0, 0, 763.5
45, 8, 180.0, 0, 0, 762.1
44, 8, 180.0, 0, 0, 760.7
44, 7, 270.0, 0, 0, 759.2
44, 6, 270.0, 0, 0, 757.8
44, 5, 270.0, 0, 0, 756.4
44, 4, 270.0, 0, 0, 755.0
43, 4, 192.2, 0, 0, 753.4
42, 3, 192.2, 0, 0, 752.0
41, 3, 192.2, 0, 0, 750.6
40, 3, 192.2, 0, 0, 749.2
39, 3, 192.2, 0, 0, 747.8
38, 3, 192.2, 0, 0, 746.4
37, 2, 192.2, 0, 0, 745.0
36, 2, 192.2, 0, 0, 743.6
35, 2, 192.2, 0, 0, 742.2
34, 2, 192.2, 0, 0, 740.8
33, 2, 192.2, 0, 0, 739.4
32, 1, 192.2, 0, 0, 738.0
31, 1, 192.2, 0, 0, 736.6
30, 1, 192.2, 0, 2, 735.2
30, 1, 192.2, 0, 1, 734.7
30, 1, 192.2, 0, 0, 734.2
31, 1, 0.0, 0, 0, 733.1
31, 2, 90.0, 0, 0, 731.6
30, 2, 180.0, 0, 0, 730.1
30, 1, 270.0, 0, 0, 728.6
31, 1, 0.0, 0, 0, 727.1
31, 2, 90.0, 0, 0, 725.6
31, 3, 90.0, 0, 0, 724.2
30, 3, 180.0, 0, 0, 722.7
29, 3, 180.0, 0, 0, 721.3
29, 2, 270.0, 0, 0, 719.8
29, 1, 270.0, 0, 0, 718.4
30, 1, 0.0, 0, 0, 716.9
31, 1, 0.0, 0, 0, 715.5
31, 2, 90.0, 0, 0, 714.0
31, 3, 90.0, 0, 0, 712.6
30, 3, 180.0, 0, 0, 711.1
29, 3, 180.0, 0, 0, 709.7
28, 3, 180.0, 0, 0, 708.3
28, 2, 270.0, 0, 0, 706.8
28, 1, 270.0, 0, 4, 705.4
28, 1, 270.0, 0, 3, 704.9
28, 1, 270.0, 0, 2, 704.4
28, 1, 270.0, 0, 1, 703.9
28, 1, 270.0, 0, 0, 703.4
28, 1, 270.0, 1, 0, 702.5
29, 1, 0.0, 0, 0, 701.0
30, 1, 0.0, 0, 0, 699.6
31, 1, 0.0, 0, 0, 698.2
30, 2, 90.0, 0, 0, 696.7
30, 3, 90.0, 0, 0, 695.3
30, 4, 90.0, 0, 0, 693.9
29, 4, 180.0, 0, 0, 692.4
28, 4, 180.0, 0, 0, 691.0
27, 3, 180.0, 0, 0, 689.6
27, 2, 270.0, 0, 0, 688.1
27, 1, 270.0, 0, 0, 686.7
27, 1, 270.0, 1, 0, 685.5
27, 1, 270.0, 1, 0, 684.5
28, 1, 0.0, 0, 0, 683.0
29, 1, 0.0, 0, 0, 681.6
30, 1, 0.0, 0, 0, 680.2
31, 1, 0.0, 0, 0, 678.8
30, 2, 90.0, 0, 0, 677.3
30, 3, 90.0, 0, 0, 675.9
30, 4, 90.0, 0, 0, 674.5
30, 5, 90.0, 0, 0, 673.1
29, 5, 180.0, 0, 0, 671.6
28, 5, 180.0, 0, 0, 670.2
27, 5, 180.0, 0, 5, 668.8
27, 5, 180.0, 0, 4, 668.3
27, 5, 180.0, 0, 3, 667.8
27, 5, 180.0, 0, 2, 667.3
27, 5, 180.0, 0, 1, 666.8
27, 5, 180.0, 0, 0, 666.3
26, 4, 180.0, 0, 0, 664.9
26, 3, 270.0, 0, 0, 663.4
26, 2, 270.0, 0, 0, 662.0
26, 1, 270.0, 0, 2, 660.6
26, 1, 270.0, 0, 1, 660.1
26, 1, 270.0, 0, 0, 659.6
26, 1, 270.0, 1, 0, 658.5
26, 1, 250.1, 1, 0, 657.5
25, 1, 130.1, 0, 0, 656.0
24, 2, 130.1, 0, 0, 654.6
24, 3, 130.1, 0, 0, 653.2
23, 4, 130.1, 0, 0, 651.8
22, 4, 130.1, 0, 0, 650.4
22, 5, 130.1, 0, 0, 649.0
21, 6, 130.1, 0, 0, 647.6
20, 7, 130.1, 0, 0, 646.2
20, 7, 130.1, 0, 0, 644.8
19, 8, 130.1, 0, 0, 643.4
18, 9, 130.1, 0, 0, 642.0
18, 10, 130.1, 0, 0, 640.6
17, 10, 130.1, 0, 0, 639.2
16, 11, 130.1, 0, 0, 637.8
16, 12, 130.1, 0, 0, 636.4
15, 13, 130.1, 0, 0, 635.0
15, 14, 130.1, 0, 0, 633.6
14, 14, 130.1, 0, 0, 632.2
13, 15, 130.1, 0, 0, 630.8
13, 16, 130.1, 0, 0, 629.4
12, 17, 130.1, 0, 0, 628.0
11, 17, 130.1, 0, 0, 626.6
11, 18, 130.1, 0, 0, 625.2
10, 19, 130.1, 0, 0, 623.8
9, 20, 130.1, 0, 3, 622.4
9, 20, 130.1, 0, 2, 621.9
9, 20, 130.1, 0, 1, 621.4
9, 20, 130.1, 0, 0, 620.9
10, 20, 0.0, 0, 0, 619.8
10, 21, 90.0, 0, 0, 618.3
9, 21, 180.0, 0, 0, 616.8
9, 20, 270.0, 0, 0, 615.3
10, 20, 0.0, 0, 0, 613.8
10, 21, 90.0, 0, 0, 612.3
10, 22, 90.0, 0, 0, 610.9
9, 22, 180.0, 0, 0, 609.4
8, 22, 180.0, 0, 2, 608.0
8, 22, 270.0, 0, 1, 607.4
8, 22, 270.0, 0, 0, 606.9
8, 21, 270.0, 0, 0, 605.5
8, 20, 270.0, 0, 0, 604.1
9, 20, 0.0, 0, 0, 602.6
10, 20, 0.0, 0, 0, 601.2
10, 21, 90.0, 0, 0, 599.7
10, 22, 90.0, 0, 0, 598.3
9, 22, 180.0, 0, 0, 596.8
8, 22, 180.0, 0, 0, 595.4
7, 22, 180.0, 0, 0, 594.0
7, 21, 270.0, 0, 0, 592.5
7, 20, 270.0, 0, 3, 591.1
7, 20, 270.0, 0, 2, 590.6
7, 20, 270.0, 0, 1, 590.1
7, 20, 270.0, 0, 0, 589.6
7, 19, 270.0, 0, 0, 588.2
8, 19, 0.0, 0, 0, 586.7
9, 19, 0.0, 0, 0, 585.3
10, 19, 0.0, 0, 0, 583.9
10, 20, 90.0, 0, 0, 582.4
10, 21, 90.0, 0, 0, 581.0
10, 22, 90.0, 0, 0, 579.6
9, 22, 180.0, 0, 0, 578.1
8, 22, 180.0, 0, 0, 576.7
7, 22, 180.0, 0, 0, 575.3
7, 21, 270.0, 0, 0, 573.8
7, 20, 270.0, 0, 0, 572.4
7, 19, 270.0, 0, 0, 571.0
7, 18, 270.0, 0, 0, 569.6
8, 18, 0.0, 0, 2, 568.1
8, 18, 0.0, 0, 1, 567.6
8, 18, 0.0, 0, 0, 567.1
9, 18, 0.0, 0, 0, 565.7
10, 18, 0.0, 0, 0, 564.3
11, 18, 0.0, 0, 0, 562.9
11, 19, 90.0, 0, 0, 561.4
11, 20, 90.0, 0, 0, 560.0
11, 21, 90.0, 0, 0, 558.6
11, 22, 90.0, 0, 0, 557.2
10, 22, 180.0, 0, 0, 555.7
9, 22, 180.0, 0, 0, 554.3
8, 22, 180.0, 0, 0, 552.9
7, 22, 180.0, 0, 0, 551.5
7, 21, 270.0, 0, 0, 550.0
7, 20, 270.0, 0, 0, 548.6
7, 19, 270.0, 0, 0, 547.2
7, 18, 270.0, 0, 0, 545.8
8, 17, 341.9, 0, 0, 544.2
9, 17, 341.9, 0, 0, 542.8
10, 17, 341.9, 0, 0, 541.4
11, 16, 341.9, 0, 0, 540.0
12, 16, 341.9, 0, 0, 538.6
13, 16, 341.9, 0, 0, 537.2
14, 15, 341.9, 0, 0, 535.8
15, 15, 341.9, 0, 0, 534.4
16, 15, 341.9, 0, 0, 533.0
17, 15, 341.9, 0, 0, 531.6
18, 14, 341.9, 0, 0, 530.2
18, 14, 341.9, 1, 0, 529.5
18, 14, 80.4, 0, 0, 528.0
18, 15, 80.4, 0, 0, 526.6
18, 16, 80.4, 0, 0, 525.2
18, 17, 80.4, 0, 0, 523.8
18, 18, 80.4, 0, 0, 522.4
18, 18, 80.4, 1, 0, 521.5
18, 18, 5.7, 0, 0, 520.0
18, 18, 5.7, 1, 0, 519.5
17, 18, 176.3, 0, 0, 518.0
16, 18, 176.3, 0, 0, 516.6
15, 18, 176.3, 0, 0, 515.2
14, 18, 176.3, 0, 0, 513.8
13, 18, 176.3, 0, 0, 512.4
12, 18, 176.3, 0, 0, 511.0
11, 18, 176.3, 0, 0, 509.6
10, 18, 176.3, 0, 0, 508.2
9, 18, 176.3, 0, 0, 506.8
8, 18, 176.3, 0, 0, 505.4
7, 18, 176.3, 0, 0, 504.0
6, 18, 176.3, 0, 0, 502.6
5, 18, 176.3, 0, 4, 501.2
5, 18, 176.3, 0, 3, 500.7
5, 18, 176.3, 0, 2, 500.2
5, 18, 176.3, 0, 1, 499.7
5, 18, 176.3, 0, 0, 499.2
6, 18, 0.0, 0, 0, 498.1
6, 19, 90.0, 0, 0, 496.6
5, 19, 180.0, 0, 0, 495.1
5, 18, 270.0, 0, 0, 493.6
6, 18, 0.0, 0, 0, 492.1
6, 19, 90.0, 0, 0, 490.6
6, 20, 90.0, 0, 5, 489.2
6, 20, 180.0, 0, 4, 488.6
6, 20, 180.0, 0, 3, 488.1
6, 20, 180.0, 0, 2, 487.6
6, 20, 180.0, 0, 1, 487.1
6, 20, 180.0, 0, 0, 486.6
5, 20, 180.0, 0, 0, 485.2
4, 20, 180.0, 0, 0, 483.8
4, 19, 270.0, 0, 0, 482.3
4, 18, 270.0, 0, 0, 480.9
5, 18, 0.0, 0, 0, 479.4
6, 18, 0.0, 0, 0, 478.0
6, 19, 90.0, 0, 0, 476.5
6, 20, 90.0, 0, 0, 475.1
5, 20, 180.0, 0, 0, 473.6
4, 20, 180.0, 0, 0, 472.2
3, 20, 180.0, 0, 0, 470.8
3, 19, 270.0, 0, 4, 469.3
3, 19, 270.0, 0, 3, 468.8
3, 19, 270.0, 0, 2, 468.3
3, 19, 270.0, 0, 1, 467.8
3, 19, 270.0, 0, 0, 467.3
3, 18, 270.0, 0, 0, 465.9
3, 17, 270.0, 0, 0, 464.5
4, 17, 0.0, 0, 0, 463.0
5, 17, 0.0, 0, 0, 461.6
6, 17, 0.0, 0, 0, 460.2
6, 18, 90.0, 0, 0, 458.7
6, 19, 90.0, 0, 0, 457.3
6, 20, 90.0, 0, 0, 455.9
5, 20, 180.0, 0, 0, 454.4
4, 20, 180.0, 0, 0, 453.0
3, 20, 180.0, 0, 0, 451.6
3, 19, 270.0, 0, 0, 450.1
3, 18, 270.0, 0, 0, 448.7
3, 17, 270.0, 0, 0, 447.3
3, 16, 270.0, 0, 0, 445.9
4, 16, 0.0, 0, 0, 444.4
5, 16, 0.0, 0, 0, 443.0
6, 16, 0.0, 0, 0, 441.6
7, 16, 0.0, 0, 0, 440.2
7, 17, 90.0, 0, 0, 438.7
7, 18, 90.0, 0, 0, 437.3
7, 19, 90.0, 0, 0, 435.9
7, 20, 90.0, 0, 0, 434.5
6, 20, 180.0, 0, 0, 433.0
5, 20, 180.0, 0, 0, 431.6
4, 20, 180.0, 0, 0, 430.2
